user_id,session_id,age,device,pages_visited,session_duration,clicks,previous_visits,current_page,risk_score,dropped_off
53,S00053,18,Mobile,7,196,11,4,Add to Cart,0.05,0
54,S00054,22,Tablet,5,42,5,4,Add to Cart,0.11994994464245573,0
55,S00055,30,Mobile,1,507,2,7,Home,0.2188191226684722,0
56,S00056,20,Mobile,4,73,12,4,Product,0.12496741291484645,0
57,S00057,40,Desktop,5,597,11,2,Add to Cart,0.14131820130231726,1
58,S00058,51,Mobile,6,500,24,6,Checkout,0.08919621933963923,0
59,S00059,37,Mobile,2,793,21,1,Sign Up,0.05,0
60,S00060,40,Mobile,7,393,16,7,Purchase,0.05,0
61,S00061,36,Desktop,2,623,10,5,Home,0.1429875712036354,0
62,S00062,51,Mobile,2,832,27,8,Home,0.05,0
63,S00063,39,Mobile,6,126,16,0,Product,0.0890958642278685,0
64,S00064,40,Mobile,2,384,26,7,Home,0.05,0
65,S00065,40,Mobile,7,527,13,1,Checkout,0.05,0
66,S00066,42,Desktop,4,44,4,9,Browse,0.07605013231095875,0
67,S00067,51,Desktop,1,767,19,9,Home,0.05,0
68,S00068,51,Mobile,3,896,6,4,Sign Up,0.05,0
69,S00069,23,Mobile,4,369,11,7,Product,0.09628654606238714,0
70,S00070,19,Desktop,3,23,15,5,Browse,0.17253095124406903,0
71,S00071,19,Desktop,2,454,13,4,Sign Up,0.11583926747659865,0
72,S00072,29,Mobile,2,673,6,4,Sign Up,0.05,0
73,S00073,30,Mobile,1,709,24,9,Home,0.20841065254743568,1
74,S00074,57,Desktop,1,338,5,8,Home,0.3730193702147948,0
75,S00075,28,Mobile,6,438,17,4,Checkout,0.05,0
76,S00076,25,Desktop,5,289,28,2,Add to Cart,0.16306072760601611,0
77,S00077,59,Mobile,7,635,14,2,Checkout,0.05,0
78,S00078,56,Mobile,6,598,7,2,Checkout,0.059693543892180595,0
79,S00079,53,Tablet,1,116,29,4,Home,0.14785127738619036,0
80,S00080,19,Desktop,3,861,1,5,Sign Up,0.15187759052243732,0
81,S00081,41,Desktop,7,176,8,4,Purchase,0.10104788386013466,0
82,S00082,27,Mobile,6,731,23,9,Checkout,0.05,1
83,S00083,29,Mobile,4,152,24,4,Product,0.05,0
84,S00084,57,Desktop,3,426,1,4,Browse,0.35204624896993897,1
85,S00085,18,Desktop,7,390,8,4,Checkout,0.095642677361272,0
86,S00086,24,Mobile,2,366,17,2,Sign Up,0.1803105799311916,0
87,S00087,23,Mobile,1,196,29,5,Home,0.10680257205035884,0
88,S00088,34,Tablet,1,167,22,5,Home,0.14754121862472547,1
89,S00089,57,Mobile,1,755,13,6,Home,0.2497263701848557,0
90,S00090,47,Mobile,5,496,16,7,Add to Cart,0.05,0
91,S00091,47,Desktop,7,663,1,7,Purchase,0.05,1
92,S00092,20,Mobile,3,786,29,7,Browse,0.06382440759953273,0
93,S00093,50,Desktop,2,822,24,7,Sign Up,0.05,0
94,S00094,35,Mobile,7,692,23,4,Purchase,0.05,0
95,S00095,59,Desktop,3,490,23,3,Browse,0.05,0
96,S00096,39,Desktop,1,733,24,6,Home,0.22576650946320312,0
97,S00097,34,Mobile,1,545,9,7,Home,0.11470579398691834,0
98,S00098,39,Desktop,4,685,26,1,Product,0.171911441877382,1
99,S00099,53,Mobile,2,36,5,8,Sign Up,0.17469065127234729,1
100,S00100,44,Tablet,6,750,8,1,Checkout,0.0676362986360361,0
101,S00101,19,Mobile,3,724,19,4,Browse,0.05,0
102,S00102,56,Desktop,6,117,23,7,Browse,0.05,0
103,S00103,34,Mobile,5,501,9,9,Add to Cart,0.05628866157556561,0
104,S00104,52,Desktop,5,127,12,2,Product,0.26904905817136326,0
105,S00105,34,Tablet,7,516,15,7,Purchase,0.05,0
106,S00106,58,Tablet,7,307,10,6,Purchase,0.05,0
107,S00107,25,Tablet,7,496,18,3,Checkout,0.05,0
108,S00108,56,Mobile,1,535,29,5,Home,0.21198414633905327,0
109,S00109,35,Mobile,5,445,12,1,Add to Cart,0.1653219672164357,0
110,S00110,56,Mobile,5,496,21,8,Product,0.05,0
111,S00111,37,Desktop,6,708,3,7,Browse,0.05,0
112,S00112,41,Mobile,3,824,29,4,Browse,0.05,0
113,S00113,41,Mobile,5,245,25,6,Add to Cart,0.05,0
114,S00114,51,Mobile,1,772,26,2,Home,0.33062401119287155,0
115,S00115,22,Mobile,7,746,17,8,Purchase,0.05,0
116,S00116,42,Desktop,6,376,2,8,Checkout,0.05,1
117,S00117,32,Desktop,5,414,27,1,Add to Cart,0.05,0
118,S00118,30,Desktop,5,612,18,7,Add to Cart,0.05,0
119,S00119,57,Desktop,5,308,6,7,Add to Cart,0.13443857449578914,0
120,S00120,59,Mobile,3,441,28,6,Browse,0.07443192248858384,0
121,S00121,48,Desktop,2,691,11,4,Sign Up,0.18084386470983208,0
122,S00122,46,Mobile,2,243,13,0,Sign Up,0.23708289501381116,1
123,S00123,51,Desktop,5,694,16,5,Add to Cart,0.05,0
124,S00124,39,Tablet,4,261,4,0,Product,0.19893860061971594,1
125,S00125,35,Desktop,7,304,12,3,Checkout,0.05,1
126,S00126,51,Mobile,5,535,17,2,Add to Cart,0.1132472394674299,0
127,S00127,19,Desktop,4,41,11,2,Product,0.18968277597536254,0
128,S00128,23,Desktop,5,406,27,0,Product,0.10476140018428606,0
129,S00129,41,Mobile,7,511,16,7,Purchase,0.05,0
130,S00130,37,Desktop,1,753,14,6,Home,0.11650517532647735,0
131,S00131,37,Mobile,6,850,22,5,Add to Cart,0.054525810723636686,0
132,S00132,48,Desktop,3,320,25,0,Browse,0.12619517905123953,0
133,S00133,41,Mobile,4,65,15,5,Product,0.06014450656206552,0
134,S00134,50,Desktop,2,122,2,5,Sign Up,0.269712818653435,0
135,S00135,32,Mobile,7,447,17,7,Purchase,0.05,0
136,S00136,37,Mobile,3,402,7,3,Browse,0.22117883083374001,0
137,S00137,20,Mobile,4,893,14,1,Browse,0.05,0
138,S00138,53,Desktop,5,650,21,6,Add to Cart,0.05,0
139,S00139,58,Mobile,4,733,19,2,Browse,0.05,0
140,S00140,41,Mobile,4,751,12,3,Product,0.10049037412749715,0
141,S00141,51,Mobile,2,354,2,3,Sign Up,0.3140858302730736,0
142,S00142,29,Mobile,2,571,21,0,Home,0.05323862744126007,0
143,S00143,47,Mobile,4,545,14,1,Product,0.16673801236755464,0
144,S00144,56,Mobile,2,762,6,0,Sign Up,0.19605085343311157,0
145,S00145,19,Desktop,5,468,8,7,Add to Cart,0.05,0
146,S00146,29,Desktop,1,152,20,7,Home,0.12957817915554498,0
147,S00147,18,Mobile,6,303,25,4,Checkout,0.05,0
148,S00148,37,Mobile,2,530,5,3,Home,0.3076549367488347,0
149,S00149,52,Mobile,5,78,5,0,Add to Cart,0.22444740748970116,0
150,S00150,48,Mobile,3,197,23,5,Home,0.1466527913457068,0
151,S00151,33,Tablet,4,394,8,1,Browse,0.2403154139824759,0
152,S00152,27,Mobile,2,164,26,7,Sign Up,0.05,0
153,S00153,44,Tablet,6,820,1,2,Add to Cart,0.07939422121770201,0
154,S00154,50,Mobile,5,604,21,8,Add to Cart,0.05,0
155,S00155,51,Desktop,1,298,19,0,Home,0.27993999670314407,1
156,S00156,32,Desktop,2,730,15,4,Sign Up,0.05,0
157,S00157,50,Mobile,1,310,12,5,Home,0.24207550338816158,0
158,S00158,27,Desktop,1,22,21,9,Home,0.11069073014359936,0
159,S00159,19,Mobile,5,240,26,8,Add to Cart,0.07474182548084145,0
160,S00160,38,Mobile,7,355,15,4,Checkout,0.05,0
161,S00161,21,Mobile,4,513,27,2,Product,0.07334600609636491,0
162,S00162,47,Mobile,7,127,10,6,Purchase,0.05,0
163,S00163,24,Desktop,4,395,13,9,Product,0.23443386667235802,0
164,S00164,32,Desktop,2,652,29,9,Sign Up,0.05,0
165,S00165,43,Mobile,4,69,24,2,Product,0.08422959494606451,0
166,S00166,22,Mobile,3,127,2,0,Sign Up,0.3355254121172324,1
167,S00167,32,Mobile,7,179,11,9,Purchase,0.05,0
168,S00168,58,Desktop,7,299,28,2,Purchase,0.10686955065036491,0
169,S00169,26,Mobile,3,89,9,6,Browse,0.20035287294325987,0
170,S00170,20,Mobile,5,77,3,5,Add to Cart,0.05,0
171,S00171,47,Mobile,6,831,26,3,Checkout,0.05,1
172,S00172,33,Desktop,4,534,16,6,Product,0.05,0
173,S00173,18,Desktop,5,103,6,5,Add to Cart,0.18619869413508724,1
174,S00174,50,Mobile,5,597,9,4,Add to Cart,0.13198618534356674,0
175,S00175,43,Desktop,7,281,3,5,Checkout,0.05,0
176,S00176,47,Desktop,3,867,7,3,Browse,0.21325421977894318,1
177,S00177,44,Desktop,2,225,20,1,Sign Up,0.2032382778119983,0
178,S00178,53,Desktop,1,129,16,5,Home,0.25145631376411265,0
179,S00179,20,Tablet,6,44,13,4,Product,0.05,0
180,S00180,48,Mobile,2,847,6,1,Sign Up,0.22208561079568329,1
181,S00181,22,Desktop,2,364,2,1,Home,0.2453080778058926,1
182,S00182,24,Desktop,4,628,4,3,Product,0.0979255074960653,0
183,S00183,53,Mobile,7,709,5,3,Checkout,0.05,0
184,S00184,44,Mobile,6,610,21,9,Checkout,0.05,0
185,S00185,35,Mobile,4,484,3,0,Product,0.20021563683920549,1
186,S00186,35,Mobile,1,752,20,5,Home,0.05,0
187,S00187,59,Desktop,1,211,17,7,Home,0.27973611636306817,0
188,S00188,46,Mobile,2,845,28,7,Sign Up,0.05,0
189,S00189,51,Mobile,6,219,17,0,Checkout,0.07383137108078029,0
190,S00190,18,Mobile,3,683,17,4,Browse,0.08975342701226291,0
191,S00191,53,Mobile,7,230,7,2,Checkout,0.11907048806268945,0
192,S00192,20,Mobile,6,855,14,8,Checkout,0.05,0
193,S00193,57,Mobile,5,712,16,1,Product,0.05,0
194,S00194,42,Mobile,4,433,20,4,Browse,0.05,0
195,S00195,49,Mobile,7,516,12,8,Purchase,0.05,0
196,S00196,45,Mobile,2,789,29,4,Sign Up,0.05,0
197,S00197,48,Mobile,7,107,12,5,Purchase,0.05,0
198,S00198,25,Mobile,1,895,5,2,Home,0.2927682927132189,0
199,S00199,57,Mobile,2,885,11,8,Sign Up,0.11983698326971126,0
200,S00200,58,Mobile,1,519,4,5,Home,0.35287031487572623,0
201,S00201,29,Desktop,6,652,2,4,Checkout,0.18035710809867245,0
202,S00202,52,Mobile,6,488,22,7,Checkout,0.05,0
203,S00203,24,Mobile,6,534,24,4,Checkout,0.05,0
204,S00204,36,Mobile,5,95,26,5,Add to Cart,0.09697800767699345,0
205,S00205,50,Mobile,4,132,27,8,Product,0.11288269564202828,0
206,S00206,23,Tablet,4,94,7,8,Product,0.1674678162774893,0
207,S00207,20,Mobile,1,881,22,5,Home,0.05,0
208,S00208,59,Desktop,2,600,29,4,Sign Up,0.08862386897299157,0
209,S00209,22,Desktop,2,279,7,6,Sign Up,0.3360507371638296,0
210,S00210,48,Tablet,1,567,21,7,Home,0.07838229947309835,1
211,S00211,47,Mobile,7,182,23,7,Add to Cart,0.05,0
212,S00212,50,Desktop,6,658,15,1,Checkout,0.18396442388827722,0
213,S00213,31,Desktop,2,40,18,4,Sign Up,0.23748463457333036,0
214,S00214,42,Tablet,4,464,9,0,Product,0.06687345563012764,0
215,S00215,50,Mobile,5,592,2,9,Add to Cart,0.06030557798088339,0
216,S00216,22,Tablet,1,85,10,1,Home,0.2974336537106427,0
217,S00217,56,Mobile,7,313,28,9,Purchase,0.05,1
218,S00218,57,Desktop,6,647,28,8,Add to Cart,0.05,0
219,S00219,50,Mobile,3,793,7,3,Browse,0.1208794846678402,0
220,S00220,29,Mobile,4,495,9,3,Product,0.05557518395026406,0
221,S00221,57,Mobile,4,487,6,1,Product,0.14516797343147678,0
222,S00222,54,Desktop,3,632,4,5,Browse,0.10790812294064031,0
223,S00223,28,Mobile,1,594,13,6,Home,0.19530178420074967,0
224,S00224,45,Desktop,7,590,23,4,Purchase,0.05,0
225,S00225,46,Mobile,6,453,6,2,Add to Cart,0.14099062043528707,0
226,S00226,47,Mobile,5,175,24,9,Add to Cart,0.05,0
227,S00227,28,Desktop,6,292,5,2,Add to Cart,0.05,0
228,S00228,18,Desktop,7,659,3,3,Purchase,0.05145547347521449,0
229,S00229,53,Desktop,7,412,3,1,Checkout,0.05,0
230,S00230,36,Tablet,6,526,20,0,Checkout,0.05,0
231,S00231,20,Desktop,1,303,20,6,Home,0.25480705597912195,0
232,S00232,36,Desktop,6,139,6,4,Checkout,0.2636981776584816,0
233,S00233,28,Mobile,1,353,9,3,Home,0.23848181041538088,0
234,S00234,33,Mobile,1,451,12,2,Home,0.3159006734383343,1
235,S00235,38,Mobile,5,323,20,4,Add to Cart,0.11956581038259438,0
236,S00236,18,Mobile,7,450,8,5,Purchase,0.05,0
237,S00237,37,Desktop,3,151,23,6,Browse,0.05,0
238,S00238,58,Mobile,7,281,22,8,Purchase,0.05,0
239,S00239,52,Mobile,3,451,13,3,Browse,0.12761327383601095,0
240,S00240,59,Mobile,6,252,9,7,Checkout,0.05,0
241,S00241,30,Desktop,6,678,11,0,Add to Cart,0.05,0
242,S00242,45,Desktop,1,878,14,6,Home,0.20063774329871154,0
243,S00243,40,Mobile,4,869,18,1,Product,0.0701216626529393,0
244,S00244,50,Mobile,3,674,9,6,Browse,0.05,0
245,S00245,28,Desktop,6,229,19,5,Checkout,0.10821791367668437,0
246,S00246,19,Mobile,6,287,3,0,Add to Cart,0.1612995505872891,0
247,S00247,41,Desktop,4,296,22,1,Product,0.14158899042589307,0
248,S00248,49,Desktop,4,191,15,8,Product,0.1504455208788833,0
249,S00249,53,Mobile,7,309,24,4,Purchase,0.05,0
250,S00250,55,Desktop,2,707,20,7,Sign Up,0.05,0
251,S00251,21,Mobile,2,856,24,7,Sign Up,0.05,1
252,S00252,44,Mobile,2,281,27,4,Sign Up,0.16559067100777938,0
253,S00253,54,Tablet,5,54,23,5,Product,0.05,0
254,S00254,39,Mobile,5,508,17,1,Add to Cart,0.10961735406482222,0
255,S00255,38,Mobile,4,552,12,6,Product,0.05,0
256,S00256,52,Desktop,6,780,24,9,Checkout,0.05,0
257,S00257,44,Tablet,3,841,13,5,Browse,0.08538015529960861,0
258,S00258,29,Tablet,3,166,26,3,Browse,0.10264461796020721,0
259,S00259,55,Mobile,6,235,23,8,Checkout,0.061151608725109774,0
260,S00260,52,Mobile,1,859,20,0,Home,0.3167763626295752,0
261,S00261,50,Desktop,3,594,6,2,Browse,0.23337206212238087,1
262,S00262,49,Tablet,6,702,3,5,Add to Cart,0.05,0
263,S00263,47,Tablet,7,182,19,1,Purchase,0.05,0
264,S00264,22,Desktop,1,146,1,3,Home,0.3726538035739153,0
265,S00265,57,Mobile,2,403,4,5,Sign Up,0.38330556757139667,0
266,S00266,49,Mobile,5,102,27,5,Add to Cart,0.08746802547493666,0
267,S00267,19,Mobile,5,203,15,1,Add to Cart,0.10727870633512172,0
268,S00268,18,Mobile,6,456,13,4,Checkout,0.06726890518749223,0
269,S00269,27,Desktop,6,583,20,1,Checkout,0.05,0
270,S00270,35,Mobile,7,309,18,7,Purchase,0.05,1
271,S00271,49,Desktop,1,362,24,1,Home,0.05482632888508937,0
272,S00272,46,Tablet,1,596,11,2,Home,0.201275845852172,0
273,S00273,51,Mobile,4,869,15,2,Product,0.05,0
274,S00274,44,Desktop,7,194,23,4,Purchase,0.12443534451200232,0
275,S00275,38,Mobile,3,671,5,9,Browse,0.14799661641647205,0
276,S00276,35,Desktop,3,255,9,6,Browse,0.13205230773771942,0
277,S00277,48,Desktop,1,348,6,5,Home,0.23095841914191842,0
278,S00278,51,Mobile,7,823,18,2,Purchase,0.05,0
279,S00279,52,Desktop,1,137,22,9,Home,0.07038446534819369,0
280,S00280,30,Mobile,2,868,4,9,Home,0.09290853692372412,0
281,S00281,55,Mobile,6,555,29,8,Checkout,0.05,0
282,S00282,44,Desktop,2,718,15,8,Home,0.19110560760231407,0
283,S00283,49,Mobile,1,52,23,9,Home,0.20249726886402447,0
284,S00284,33,Mobile,4,666,4,2,Product,0.05,0
285,S00285,25,Mobile,3,663,8,2,Browse,0.11095526500760833,1
286,S00286,43,Desktop,1,650,5,7,Home,0.37509020671449755,0
287,S00287,28,Tablet,4,297,9,0,Sign Up,0.3029815036003015,0
288,S00288,28,Tablet,4,882,28,0,Product,0.06231528485800999,0
289,S00289,48,Desktop,2,813,17,1,Home,0.08123856786959811,0
290,S00290,55,Mobile,7,755,29,9,Purchase,0.05,0
291,S00291,47,Desktop,6,112,8,0,Checkout,0.1760734928380786,0
292,S00292,43,Mobile,4,158,5,8,Sign Up,0.0557802647873059,1
293,S00293,23,Mobile,3,816,27,1,Browse,0.14159874340571066,0
294,S00294,53,Mobile,1,446,7,0,Home,0.2826775516531145,1
295,S00295,41,Desktop,5,105,12,8,Add to Cart,0.05,0
296,S00296,44,Mobile,3,368,3,9,Sign Up,0.16228846371996736,0
297,S00297,51,Tablet,1,624,7,0,Home,0.22291409319591507,1
298,S00298,52,Tablet,3,877,14,0,Browse,0.14780490955788575,0
299,S00299,44,Mobile,1,133,1,9,Home,0.18573220809544178,0
300,S00300,39,Desktop,5,752,4,4,Add to Cart,0.11688704956317476,0
301,S00301,24,Desktop,7,173,8,4,Purchase,0.05,0
302,S00302,45,Desktop,3,855,26,2,Browse,0.05,0
303,S00303,57,Mobile,4,555,24,9,Product,0.05,0
304,S00304,58,Mobile,1,719,22,5,Home,0.170443285237733,1
305,S00305,27,Mobile,7,104,29,3,Purchase,0.05,0
306,S00306,47,Mobile,1,131,27,2,Home,0.2623573034283161,1
307,S00307,53,Tablet,6,232,22,4,Add to Cart,0.05,0
308,S00308,49,Mobile,1,804,4,3,Home,0.08446239655918322,0
309,S00309,38,Desktop,1,852,25,2,Home,0.17573784473089463,0
310,S00310,57,Mobile,7,217,1,6,Product,0.05,0
311,S00311,37,Tablet,3,356,17,6,Browse,0.20491228385728066,0
312,S00312,21,Mobile,3,62,20,2,Browse,0.05,0
313,S00313,21,Desktop,5,870,6,8,Add to Cart,0.05,0
314,S00314,52,Tablet,3,574,10,8,Browse,0.07004351348103502,0
315,S00315,39,Desktop,5,859,7,7,Add to Cart,0.05,0
316,S00316,29,Mobile,3,302,12,0,Browse,0.18499562152357732,0
317,S00317,22,Mobile,3,52,18,8,Browse,0.09972814576506665,0
318,S00318,30,Desktop,7,610,23,6,Purchase,0.05,0
319,S00319,43,Mobile,2,36,2,5,Sign Up,0.2831099971008572,1
320,S00320,37,Mobile,3,708,12,6,Browse,0.10409329874011296,0
321,S00321,33,Desktop,2,185,22,9,Sign Up,0.09057925797805655,0
322,S00322,36,Desktop,7,853,21,1,Purchase,0.05,0
323,S00323,19,Desktop,1,614,26,8,Home,0.11201810201916193,0
324,S00324,39,Desktop,6,44,13,0,Checkout,0.16564713731203975,0
325,S00325,59,Desktop,6,195,6,0,Add to Cart,0.17877734233827178,0
326,S00326,26,Mobile,3,267,28,0,Browse,0.17377848753648173,0
327,S00327,57,Desktop,5,170,15,3,Browse,0.24090113177656242,0
328,S00328,28,Desktop,6,323,23,9,Checkout,0.05,0
329,S00329,55,Desktop,3,769,8,2,Browse,0.19246221170825997,0
330,S00330,45,Tablet,5,668,18,7,Add to Cart,0.05,0
331,S00331,57,Mobile,4,638,5,1,Product,0.09906906990890596,0
332,S00332,21,Mobile,1,842,3,5,Home,0.19402744061403654,0
333,S00333,18,Tablet,5,664,17,9,Add to Cart,0.05,1
334,S00334,29,Mobile,2,554,25,4,Sign Up,0.08277010443976329,1
335,S00335,41,Desktop,7,833,23,4,Checkout,0.05,0
336,S00336,39,Mobile,5,445,23,0,Product,0.05,0
337,S00337,54,Mobile,6,391,15,6,Checkout,0.05,0
338,S00338,49,Desktop,6,653,10,2,Product,0.05,0
339,S00339,36,Mobile,6,431,24,7,Checkout,0.05,0
340,S00340,51,Mobile,6,112,16,0,Checkout,0.07177973239637866,0
341,S00341,43,Desktop,7,333,17,6,Purchase,0.06218417910019498,0
342,S00342,42,Desktop,1,651,24,0,Home,0.27209870187726465,0
343,S00343,39,Desktop,3,383,19,5,Browse,0.12924822908494987,0
344,S00344,20,Mobile,6,561,25,7,Checkout,0.05,0
345,S00345,57,Tablet,4,135,25,0,Product,0.05,0
346,S00346,31,Mobile,3,593,4,3,Browse,0.22562691567729093,0
347,S00347,47,Mobile,6,275,17,8,Add to Cart,0.05,0
348,S00348,56,Desktop,4,740,3,4,Product,0.22046578577174136,0
349,S00349,45,Mobile,2,420,16,6,Sign Up,0.25452187180326136,0
350,S00350,39,Desktop,4,701,29,5,Browse,0.05,0
351,S00351,19,Mobile,4,669,12,0,Product,0.17490496637355124,0
352,S00352,55,Mobile,3,697,3,0,Browse,0.20559148716916056,0
353,S00353,30,Desktop,7,809,10,6,Purchase,0.05,0
354,S00354,54,Mobile,6,424,3,4,Add to Cart,0.10780112491056766,0
355,S00355,46,Mobile,5,249,18,1,Add to Cart,0.303606783916648,0
356,S00356,30,Mobile,4,478,27,4,Product,0.05,0
357,S00357,52,Mobile,7,481,24,1,Purchase,0.05,0
358,S00358,21,Tablet,7,38,11,1,Purchase,0.05,0
359,S00359,22,Desktop,5,582,21,1,Add to Cart,0.05,0
360,S00360,35,Mobile,3,296,12,4,Browse,0.11335266709197311,0
361,S00361,27,Desktop,1,83,7,3,Home,0.2106693306691634,1
362,S00362,34,Desktop,6,453,20,1,Checkout,0.05,0
363,S00363,20,Desktop,2,113,13,1,Sign Up,0.30395586542492475,0
364,S00364,25,Mobile,3,169,20,7,Browse,0.0832923023211103,0
365,S00365,37,Desktop,6,849,11,6,Checkout,0.05,0
366,S00366,48,Tablet,7,626,21,3,Checkout,0.05,0
367,S00367,51,Mobile,4,589,2,3,Browse,0.2452087577015709,0
368,S00368,57,Mobile,4,75,23,7,Browse,0.05,1
369,S00369,27,Mobile,1,439,29,3,Home,0.20175235726684523,1
370,S00370,55,Desktop,7,395,23,5,Purchase,0.05,0
371,S00371,41,Desktop,4,465,23,0,Product,0.05,0
372,S00372,39,Desktop,2,390,12,7,Sign Up,0.22514941063812383,1
373,S00373,32,Mobile,7,544,17,8,Purchase,0.05,0
374,S00374,35,Mobile,7,727,27,8,Purchase,0.05,0
375,S00375,31,Desktop,4,570,8,8,Browse,0.05,0
376,S00376,20,Mobile,2,739,22,5,Sign Up,0.09252688134418374,0
377,S00377,23,Mobile,3,406,27,0,Browse,0.3324511534967929,0
378,S00378,21,Mobile,7,645,17,3,Add to Cart,0.1246244156078578,0
379,S00379,44,Mobile,6,347,8,9,Checkout,0.0927193477257897,0
380,S00380,47,Tablet,2,752,14,1,Sign Up,0.22077963629467245,1
381,S00381,38,Mobile,1,486,20,8,Home,0.2398490826752817,1
382,S00382,47,Desktop,4,668,22,0,Browse,0.06558906356917014,0
383,S00383,29,Desktop,6,91,27,0,Checkout,0.08363953536527348,0
384,S00384,57,Tablet,6,361,18,5,Add to Cart,0.05,0
385,S00385,38,Tablet,7,123,19,6,Purchase,0.05,0
386,S00386,53,Tablet,4,589,17,8,Product,0.05,0
387,S00387,57,Mobile,4,229,16,7,Product,0.05,0
388,S00388,33,Desktop,7,491,23,8,Purchase,0.05,0
389,S00389,36,Tablet,5,214,26,0,Add to Cart,0.1624753251408308,0
390,S00390,40,Mobile,7,387,1,5,Checkout,0.05,0
391,S00391,50,Mobile,5,162,26,9,Add to Cart,0.05,1
392,S00392,40,Desktop,2,680,28,2,Sign Up,0.05,0
393,S00393,20,Mobile,2,364,20,0,Home,0.28053355866658813,1
394,S00394,54,Mobile,5,889,29,4,Product,0.05,0
395,S00395,45,Mobile,7,621,13,7,Purchase,0.05,0
396,S00396,42,Desktop,7,297,8,4,Purchase,0.05,0
397,S00397,33,Mobile,7,804,17,5,Checkout,0.05,0
398,S00398,44,Desktop,7,264,24,2,Purchase,0.05,0
399,S00399,23,Mobile,2,165,4,0,Sign Up,0.29005296700747385,1
400,S00400,32,Desktop,3,770,12,2,Browse,0.16847595346488042,0
401,S00401,49,Tablet,4,891,24,0,Product,0.05298687445443094,0
402,S00402,54,Mobile,7,855,8,3,Purchase,0.0881320846032351,0
